source,source_id,doi,title,abstract,published,authors,venue,record_type,cited_by_count,url
OpenAlex,https://openalex.org/W2157289187,10.1016/s0166-4115(08)62386-9,Development of NASA-TLX (Task Load Index): Results of Empirical and Theoretical Research,,1988-01-01,Sandra G. Hart; Lowell E. Staveland,Advances in psychology,book-chapter,14642,https://doi.org/10.1016/s0166-4115(08)62386-9
OpenAlex,https://openalex.org/W2151905266,10.1177/154193120605000909,Nasa-Task Load Index (NASA-TLX); 20 Years Later,"NASA-TLX is a multi-dimensional scale designed to obtain workload estimates from one or more operators while they are performing a task or immediately afterwards. The years of research that preceded subscale selection and the weighted averaging approach resulted in a tool that has proven to be reasonably easy to use and reliably sensitive to experimentally important manipulations over the past 20 years. Its use has spread far beyond its original application (aviation), focus (crew complement), and language (English). This survey of 550 studies in which NASA-TLX was used or reviewed was undertaken to provide a resource for a new generation of users. The goal was to summarize the environments in which it has been applied, the types of activities the raters performed, other variables that were measured that did (or did not) covary, methodological issues, and lessons learned",2006-10-01,Sandra G. Hart,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,4196,https://doi.org/10.1177/154193120605000909
OpenAlex,https://openalex.org/W2151313489,10.1111/j.1464-0597.2004.00161.x,"Evaluation of Subjective Mental Workload: A Comparison of SWAT, NASA‐TLX, and Workload Profile Methods","Cette recherche mesure plusieurs propriétés psychométriques (l’ingérence, la sensibilité, la valeur diagnostique et la validité) de trois instruments multidimensionnels de l’évaluation de la charge de travail subjective: le NASA Task Load Index (TLX), le Subjective Workload Assessment Technique (SWAT) et le Workload Profile (WP). Sujets ont réalisé deux tâches de laboratoire séparément (tâches simples) et simultanément (tâches doubles). D’après l’analyse de variance, les trois instruments ne présentent pas de différences au niveau de l’ingérence, mais WP bénéficie d’une sensibilité exceptionnelle aux manipulations des différentes tâches. On a fait appel à une analyse canonique discriminante pour apprécier la valeur diagnostique de chacun des trois instruments. Les résultats de l’analyse ont prouvé que les trois évaluations multidimensionnelles avaient fourni une information diagnostique sur la nature des exigences des tâches qui était cohérente avec leur description a priori . Toutefois, la valeur diagnostique du WP s’est révélée nettement supérieure à celles du TLX ou du SWAT. Pour évaluer la validité concurrente de chaque instrument avec la performance aux tâches, on a calculé les corrélations de Pearson entre chaque performance et chaque mesure de la charge subjective. On a enfin calculé les corrélations de Pearson entre les trois mesures de charge subjective pour évaluer la validité convergente des instruments. Les trois coefficients ont été positifs et proche du maximum, soulignant ainsi la forte validité convergente des trois outils retenus pour cette recherche. On a aussi comparé les conditions d’application et l’acceptabilité par les sujets. On mentionne pour terminer les implications pratiques de ces trois sortes d’évaluation. The present research evaluates several psychometric properties (intrusiveness, sensitivity, diagnosticity, and validity) of three multidimensional subjective workload assessment instruments: the NASA Task Load Index (TLX), the Subjective Workload Assessment Technique (SWAT), and the Workload Profile (WP). Subjects performed two laboratory tasks separately (single task) and simultaneously (dual task). The results of the ANOVAs performed showed that there are no differences with regard to the three instruments’ intrusiveness, and that among the three subjective workload instruments WP has an outstanding sensitivity to the different task manipulations. To evaluate the diagnosticity of each of the three instruments canonical discriminant analysis was used, and this demonstrated that the three multidimensional ratings provided diagnostic information on the nature of tasks demands that was consistent with the a priori task characterisation. However, the diagnostic power of WP was clearly superior to that obtained using TLX or SWAT. Pearson correlations between each performance and each subjective workload measure were calculated to evaluate the concurrent validity of each instrument with task performance, and to assess the convergent validity of the instruments. The three coefficients were positive and near to one, showing the high convergent validity of the three instruments considered in this research. Implementation requirements and subject acceptability were also compared. Finally, practical implications on the three assessment approaches are mentioned.",2003-12-22,Susana Rubio-Valdehita; Eva M. Díaz; Jesús Antonio Martínez Martín; José M. Puente,Applied Psychology,article,903,https://doi.org/10.1111/j.1464-0597.2004.00161.x
OpenAlex,https://openalex.org/W2152905082,10.1518/001872008x288394,Multiple Resources and Mental Workload,"OBJECTIVE: The objective is to lay out the rationale for multiple resource theory and the particular 4-D multiple resource model, as well as to show how the model is useful both as a design tool and as a means of predicting multitask workload overload. BACKGROUND: I describe the discoveries and developments regarding multiple resource theory that have emerged over the past 50 years that contribute to performance and workload prediction. METHOD: The article presents a history of the multiple resource concept, a computational version of the multiple resource model applied to multitask driving simulation data, and the relation of multiple resources to workload. RESULTS: Research revealed the importance of the four dimensions in accounting for task interference and the association of resources with brain structure. Multiple resource models yielded high correlations between model predictions and data. Lower correlations also identified the existence of additional resources. CONCLUSION: The model was shown to be partially relevant to the concept of mental workload, with greatest relevance to performance breakdowns related to dual-task overload. Future challenges are identified. APPLICATION: The most important application of the multiple resource model is to recommend design changes when conditions of multitask resource overload exist.",2008-06-01,Christopher D. Wickens,Human Factors The Journal of the Human Factors and Ergonomics Society,article,2051,https://doi.org/10.1518/001872008x288394
OpenAlex,https://openalex.org/W2057559934,10.3758/brm.41.1.113,NASA TLX: Software for assessing subjective mental workload,,2009-01-30,Alex Cao; Keshav Chintamani; Abhilash K. Pandya; R. Darin Ellis,Behavior Research Methods,article,303,https://doi.org/10.3758/brm.41.1.113
OpenAlex,https://openalex.org/W2323980803,10.1097/sih.0b013e3181e3f329,Higher Mental Workload is Associated With Poorer Laparoscopic Performance as Measured by the NASA-TLX Tool,"INTRODUCTION: Increased workload during task performance may increase fatigue and facilitate errors. The National Aeronautics and Space Administration-Task Load Index (NASA-TLX) is a previously validated tool for workload self-assessment. We assessed the relationship of workload and performance during simulator training on a complex laparoscopic task. METHODS: NASA-TLX workload data from three separate trials were analyzed. All participants were novices (n = 28), followed the same curriculum on the fundamentals of laparoscopic surgery suturing model, and were tested in the animal operating room (OR) on a Nissen fundoplication model after training. Performance and workload scores were recorded at baseline, after proficiency achievement, and during the test. Performance, NASA-TLX scores, and inadvertent injuries during the test were analyzed and compared. RESULTS: Workload scores declined during training and mirrored performance changes. NASA-TLX scores correlated significantly with performance scores (r = -0.5, P < 0.001). Participants with higher workload scores caused more inadvertent injuries to adjacent structures in the OR (r = 0.38, P < 0.05). Increased mental and physical workload scores at baseline correlated with higher workload scores in the OR (r = 0.52-0.82; P < 0.05) and more inadvertent injuries (r = 0.52, P < 0.01). CONCLUSIONS: Increased workload is associated with inferior task performance and higher likelihood of errors. The NASA-TLX questionnaire accurately reflects workload changes during simulator training and may identify individuals more likely to experience high workload and more prone to errors during skill transfer to the clinical environment.",2010-10-01,Yuliya Yurko; Mark W. Scerbo; Ajita S. Prabhu; Christina E. Acker; Dimitrios Stefanidis,Simulation in Healthcare The Journal of the Society for Simulation in Healthcare,article,334,https://doi.org/10.1097/sih.0b013e3181e3f329
OpenAlex,https://openalex.org/W4245990317,10.1037/e577632012-009,Nasa-task load index (NASA-TLX); 20 years later,,2006-01-01,Sandra G. Hart,PsycEXTRA Dataset,dataset,855,https://doi.org/10.1037/e577632012-009
OpenAlex,https://openalex.org/W2010985317,10.1145/2635868.2635892,Software developers' perceptions of productivity,"The better the software development community becomes at creating software, the more software the world seems to demand. Although there is a large body of research about measuring and investigating productivity from an organizational point of view, there is a paucity of research about how software developers, those at the front-line of software construction, think about, assess and try to improve their productivity. To investigate software developers' perceptions of software development productivity, we conducted two studies: a survey with 379 professional software developers to help elicit themes and an observational study with 11 professional software developers to investigate emergent themes in more detail. In both studies, we found that developers perceive their days as productive when they complete many or big tasks without significant interruptions or context switches. Yet, the observational data we collected shows our participants performed significant task and activity switching while still feeling productive. We analyze such apparent contradictions in our findings and use the analysis to propose ways to better support software developers in a retrospection and improvement of their productivity through the development of new tools and the sharing of best practices.",2014-11-04,André N. Meyer; Thomas Fritz; Gail C. Murphy; Thomas Zimmermann,,conference-paper,221,https://doi.org/10.1145/2635868.2635892
OpenAlex,https://openalex.org/W2076883103,10.1080/00140139.2014.956151,State of science: mental workload in ergonomics,"Mental workload (MWL) is one of the most widely used concepts in ergonomics and human factors and represents a topic of increasing importance. Since modern technology in many working environments imposes ever more cognitive demands upon operators while physical demands diminish, understanding how MWL impinges on performance is increasingly critical. Yet, MWL is also one of the most nebulous concepts, with numerous definitions and dimensions associated with it. Moreover, MWL research has had a tendency to focus on complex, often safety-critical systems (e.g. transport, process control). Here we provide a general overview of the current state of affairs regarding the understanding, measurement and application of MWL in the design of complex systems over the last three decades. We conclude by discussing contemporary challenges for applied research, such as the interaction between cognitive workload and physical workload, and the quantification of workload 'redlines' which specify when operators are approaching or exceeding their performance tolerances.",2014-12-02,Mark S. Young; Karel Brookhuis; Christopher D. Wickens; Peter A. Hancock,Ergonomics,article,918,https://doi.org/10.1080/00140139.2014.956151
OpenAlex,https://openalex.org/W2143679330,,The measurement of drivers' mental workload,"Driving a vehicle may seem to be a fairly simple task. After some initial training many people are able to handle a car safely. Nevertheless, accidents do occur and the majority of these accidents can be attributed to human failure. At present there are factors that may even lead to increased human failure in traffic. Firstly, owing in part to increased welfare, the number of vehicles on the road is increasing. Increased road intensity leads to higher demands on the human information processing system and an increased likelihood of vehicles colliding. Secondly, people continue to drive well into old age. Elderly people suffer from specific problems in terms of divided attention performance, a task that is more and more required in traffic. One of the causes of these increased demands is the introduction of new technology into the vehicle. It began with a car radio, was followed by car-phones and route guidance systems, and will soon be followed by collision avoidance systems, intelligent cruise controls and so on. All these systems require drivers’ attention to be divided between the system and the primary task of longitudinal and lateral vehicle control. Thirdly, drivers in a diminished state endanger safety on the road. Longer journeys are planned and night time driving increases for economic purposes and/or to avoid congestions. Driver fatigue is currently an important factor in accident causation. But not only lengthy driving affects driver state, a diminished driver state can also be the result of the use of alcohol or (medicinal) sedative drugs. The above-mentioned examples have in common that in all cases driver workload is affected. An increase in traffic density increases the complexity of the driving task. Additional systems in the vehicle add to task complexity. A reduced driver state affects the ability to deal with these demands. How to assess this, i.e. how to assess driver mental workload is the main theme of this thesis. In chapter 1, the theoretical aspects of mental workload are introduced. The difference between task demand, i.e. the external demand, the goals that have to be reached, and (work)load, i.e. the individual reaction to these demands, receive attention in this chapter. Mental workload is defined as a relative concept; it is the ratio of demand to allocated resources. Task difficulty is explicitly separated from task complexity. Task complexity would have been an objective property of the task that is related to demand on computational processes, were it not dependent upon individual goal setting. Task difficulty is very much dependent upon the context and the individual. Applied strategies may affect resource allocation or task complexity and thus difficulty and mental workload.",1996-01-01,Dick de Waard,University of Groningen research database (University of Groningen / Centre for Information Technology),book,626,https://research.rug.nl/en/publications/0d430a43-552d-4f3a-9c3e-315ada87e165
