status,scenario_id,run_id,item_id,outcome_completed,story_points,hie_compatible,simple_role_load,proposed_model,oracle
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0002,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0003,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0004,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0006,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0007,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0008,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0009,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0010,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0011,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4594190432599945735,item_0012,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0002,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0003,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0004,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0006,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0007,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0008,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0009,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0010,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0011,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8166473292603767607,item_0012,0,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0002,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0003,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0004,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0006,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0007,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0008,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0009,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0010,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0011,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-4170565587130884155,item_0012,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0002,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0003,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0004,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0006,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0007,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0008,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0009,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0010,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0011,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-2717423041065866496,item_0012,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0002,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0003,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0004,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0006,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0007,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0008,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0009,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0010,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0011,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-3300210048293211683,item_0012,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8029632760491593691,item_0001,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8029632760491593691,item_0002,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8029632760491593691,item_0003,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8029632760491593691,item_0004,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
developmental_synthetic,baseline_sp,world_sp-seed-8029632760491593691,item_0005,1,0.9680235403772851,0.948838747638228,0.9666050281283923,0.9607233573500931,0.8402777777777778
