bottleneck_accuracy,changed_paths,config_sha256,configuration_id,mechanism_id,mechanism_state,primary_metric,replication_id,seed_namespace,status,world_id
0.38403946781536663,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,queues,baseline,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3674787735402857,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development,queues,ablated,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,queues,baseline,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35718064605657907,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development,queues,ablated,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.38403946781536663,"[""$.gate_definitions[0].required_evidence_ids""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,readiness,baseline,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.38403946781536663,"[""$.gate_definitions[0].required_evidence_ids""]",75dd3ac71c75c5aef3987da42e4e77d5209893f1da584029b5a4cdfcec23406e,g4b_development,readiness,ablated,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.gate_definitions[0].required_evidence_ids""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,readiness,baseline,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.gate_definitions[0].required_evidence_ids""]",75dd3ac71c75c5aef3987da42e4e77d5209893f1da584029b5a4cdfcec23406e,g4b_development,readiness,ablated,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.38403946781536663,"[""$.dependency_models"", ""$.work_item_templates[1].dependency_ids""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,dependencies,baseline,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3685681963162522,"[""$.dependency_models"", ""$.work_item_templates[1].dependency_ids""]",c8877c9526a4e1ea61091ff39f373041c811a5359f97ca8a94823a279fd18945,g4b_development,dependencies,ablated,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.dependency_models"", ""$.work_item_templates[1].dependency_ids""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,dependencies,baseline,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3607045759215464,"[""$.dependency_models"", ""$.work_item_templates[1].dependency_ids""]",c8877c9526a4e1ea61091ff39f373041c811a5359f97ca8a94823a279fd18945,g4b_development,dependencies,ablated,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.38403946781536663,"[""$.demand_models[1].role_pool_id"", ""$.demand_models[2].role_pool_id"", ""$.demand_models[3].role_pool_id"", ""$.demand_models[5].role_pool_id"", ""$.demand_models[6].role_pool_id"", ""$.demand_models[7].role_pool_id"", ""$.gate_definitions[0].accountable_role_pool_id"", ""$.lifecycle_stages[1].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[2].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[3].eligible_role_pool_ids[0]"", ""$.role_pools""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,multi_role_structure,baseline,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
1.0,"[""$.demand_models[1].role_pool_id"", ""$.demand_models[2].role_pool_id"", ""$.demand_models[3].role_pool_id"", ""$.demand_models[5].role_pool_id"", ""$.demand_models[6].role_pool_id"", ""$.demand_models[7].role_pool_id"", ""$.gate_definitions[0].accountable_role_pool_id"", ""$.lifecycle_stages[1].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[2].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[3].eligible_role_pool_ids[0]"", ""$.role_pools""]",95e6a625a098346d0e8d8e99137cdc8d1a79cd869877b4da4e9150a47116ecc0,g4b_development,multi_role_structure,ablated,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.demand_models[1].role_pool_id"", ""$.demand_models[2].role_pool_id"", ""$.demand_models[3].role_pool_id"", ""$.demand_models[5].role_pool_id"", ""$.demand_models[6].role_pool_id"", ""$.demand_models[7].role_pool_id"", ""$.gate_definitions[0].accountable_role_pool_id"", ""$.lifecycle_stages[1].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[2].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[3].eligible_role_pool_ids[0]"", ""$.role_pools""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development,multi_role_structure,baseline,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
1.0,"[""$.demand_models[1].role_pool_id"", ""$.demand_models[2].role_pool_id"", ""$.demand_models[3].role_pool_id"", ""$.demand_models[5].role_pool_id"", ""$.demand_models[6].role_pool_id"", ""$.demand_models[7].role_pool_id"", ""$.gate_definitions[0].accountable_role_pool_id"", ""$.lifecycle_stages[1].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[2].eligible_role_pool_ids[0]"", ""$.lifecycle_stages[3].eligible_role_pool_ids[0]"", ""$.role_pools""]",95e6a625a098346d0e8d8e99137cdc8d1a79cd869877b4da4e9150a47116ecc0,g4b_development,multi_role_structure,ablated,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
