source,source_id,doi,title,abstract,published,authors,venue,record_type,cited_by_count,url
Semantic Scholar,00ffefb0c86e0ff7338e7f0e41a4990eac576602,10.1109/asap.2013.6567545,Aspect driven compilation for dataflow designs,,2013-06-05,Paul Grigoras; Xinyu Niu; J. Coutinho; W. Luk; Jacob A. Bower; O. Pell,"IEEE International Conference on Application-Specific Systems, Architectures, and Processors",JournalArticle; Conference,11,https://www.semanticscholar.org/paper/00ffefb0c86e0ff7338e7f0e41a4990eac576602
Semantic Scholar,011e10d8de4cce18497731c6f1ef1081d96c8380,10.48550/arxiv.2505.14200,Capturing the Effects of Quantization on Trojans in Code LLMs,"Large language models of code exhibit high capability in performing diverse software engineering tasks, such as code translation, defect detection, text-to-code generation, and code summarization. While their ability to enhance developer productivity has spurred widespread use, these models have also seen substantial growth in size, often reaching billions of parameters. This scale demands efficient memory resource usage, prompting practitioners to use optimization techniques such as model quantization. Quantization uses smaller bit representations for the model parameters, reducing the precision of the weights. In this work, we investigate the impact of quantization on the risk of data poisoning attacks on these models, specifically examining whether it mitigates or exacerbates such vulnerabilities. We focus on two large language models, Meta's Llama-2-7b and CodeLlama-7b, applied to an SQL code generation task. Additionally, we introduce a new metric for measuring trojan signals in compromised models. We find that quantization has differing effects on code-generating LLMs: while reducing precision does not significantly alter Llama-2's behavior, it boosts performance and reduces attack success rates in CodeLlama, particularly at 4-bit precision.",2025-05-20,Aftab Hussain; Sadegh AlMahdi Kazemi Zarkouei; Md Rafiqul Islam Rabin; Mohammad Amin Alipour; Sen Lin; Bowen Xu,arXiv.org,JournalArticle,1,https://www.semanticscholar.org/paper/011e10d8de4cce18497731c6f1ef1081d96c8380
Semantic Scholar,014fc4f12c9e001a8505014596162d31fa209902,10.1145/2000259.2000264,Managing the quality of software product line architectures through reusable model transformations,,2011-06-20,A. Kavimandan; A. Gokhale; G. Karsai; J. Gray,,JournalArticle,11,https://www.semanticscholar.org/paper/014fc4f12c9e001a8505014596162d31fa209902
Semantic Scholar,02d2921b53cdc39882207391767ce6fd0dd61466,10.1016/j.hitech.2003.10.001,Perceived control and the diffusion of software process innovations,,2004-02-01,G. Green; R. Collins; A. Hevner,,Review,37,https://www.semanticscholar.org/paper/02d2921b53cdc39882207391767ce6fd0dd61466
Semantic Scholar,0381d0e8671c0b351f15c4c3ad8b79285f294537,10.1145/3593434.3593486,Functional Size Measurement in Agile Development: Velocity in Agile Sprints,"Agile teams measure their velocity for performance, based on Story Points. However, such velocity does not allow predicting when the product will be finished. Story points measure effort only. They do not discriminate between creating functionality and other tasks. Non-functional requirements (NFR), such as enhancing product quality, test coverage, removing technical debt, as well as process-related NFR such as agreeing with stakeholders, getting requirements right, or documenting, consume effort but do not add functionality. Thus, it remains unclear whether the product makes any progress, or the team is just looping around. Euro Project Office has therefore developed a method how to complement a product backlog by functional size, indicating progress and completeness in unambiguous terms. The method is based on the international standard ISO/IEC 14143 and ISO/IEC 19761. NFR are understood as in . Tools are available as open source and can be used by development teams with minimum investment into training.",2023-06-14,Thomas Fehlmann; Andrea Gelli,International Conference on Evaluation & Assessment in Software Engineering,Book; JournalArticle,2,https://www.semanticscholar.org/paper/0381d0e8671c0b351f15c4c3ad8b79285f294537
Semantic Scholar,04646118a1a298787dcc85876dd006e56e639dc3,,A programming model and processor architecture for heterogeneous multicore computers,,2009,T. Meng; M. Linderman,,,2,https://www.semanticscholar.org/paper/04646118a1a298787dcc85876dd006e56e639dc3
Semantic Scholar,0519d73c2dfc11a6a785dc360c050f7774ec476d,10.1109/esem.2017.17,Characterizing Software Developers by Perceptions of Productivity,,2017-11-09,André N. Meyer; Thomas Zimmermann; Thomas Fritz,International Symposium on Empirical Software Engineering and Measurement,JournalArticle; Review,32,https://www.semanticscholar.org/paper/0519d73c2dfc11a6a785dc360c050f7774ec476d
Semantic Scholar,05382d442d5fb1ea62bf9240fd002648bdafd198,10.1145/3183440.3183446,Fostering Software Developers' Productivity at Work Through Self-Monitoring and Goal-Setting,,2018-05-27,André N. Meyer,,Book; JournalArticle; Conference,10,https://www.semanticscholar.org/paper/05382d442d5fb1ea62bf9240fd002648bdafd198
Semantic Scholar,062b8010b53efb61fb812fd7e2cbf06902a36566,,Comparação da acurácia de estimativas de esforço produzidas a partir de Pontos de Função Cosmic e de Story Points,,2018-04-17,A. Alves,,,0,https://www.semanticscholar.org/paper/062b8010b53efb61fb812fd7e2cbf06902a36566
Semantic Scholar,0698e24388422628e9ab7033d1aa382d4cccdb26,10.1109/isie.1999.801757,On component reuse in embedded systems,,1999-07-12,H.O. Trutmann,,,4,https://www.semanticscholar.org/paper/0698e24388422628e9ab7033d1aa382d4cccdb26
Semantic Scholar,06f4c7c3a984b7d4c44a7a7cc7ff82473b50489f,,Programming Language Fragmentation and Developer Productivity: An Empirical Study,,2011,Jonathan L. Krein,,,1,https://www.semanticscholar.org/paper/06f4c7c3a984b7d4c44a7a7cc7ff82473b50489f
Semantic Scholar,06f869dbe3f74bc5fa9892ac12955f09fd1c6f16,10.1016/j.knosys.2021.106922,Analysis of the multi-objective release plan rescheduling problem,"Abstract Software project development is a dynamic process by nature, since it is common that events such as changes in the software requirements and in the development team occur during the execution of the original project plan. When such disruptive events occur, the project plan needs to be adjusted, and the activity of adjusting the original plan in order to comply with the date and costs constraints of the project is called project rescheduling. This situation is not exclusive to whole-project plan-driven approaches to software development, as it is also present when software projects are developed following agile methodologies such as Scrum. In Scrum, shorter period project plans, called release plans, are used and when disruptive events occur release plan rescheduling needs to be performed. Plan rescheduling can be modeled as a multi-objective optimization problem, however, there have been no studies that investigate the release plan rescheduling problem (RPRP) and its solution by means of multi-objective optimizers. The study presented in this paper intends to address the lack of studies of the release plan rescheduling problem and covers three fundamental topics. First, a model for the release plan rescheduling problem is proposed, which considers metrics that are particularly important to define a release plan, including story points and velocity. Second, three evolutionary multi-objective algorithms are utilized for solving a number of problem instances and an appropriate in-depth analysis of their solutions is provided. Finally, a careful examination of the solutions with respect to their practicability is performed.",2021-03-05,Victor Hugo Escandon Bailon; Humberto Cervantes Maceda; Abel García-Nájera; Saúl Zapotecas Martínez,Knowledge-Based Systems,JournalArticle,6,https://www.semanticscholar.org/paper/06f869dbe3f74bc5fa9892ac12955f09fd1c6f16
Semantic Scholar,06f96aa4b12ca7d174e50bb0cd0b9291e58b8315,10.1007/s10791-026-10331-6,Hybrid intelligence effort for software effort estimation in LLM assisted development,"Software effort estimation remains a cornerstone of project planning and control, yet existing estimation models are grounded in the assumption that software development effort is dominated by human reasoning and manual construction. The rapid integration of large language models (LLMs) into development workflows fundamentally challenges this assumption by automating substantial portions of code synthesis while shifting human effort toward supervision, validation, and integration. As a result, traditional effort estimation proxies such as Story Points and size-based metrics may no longer reliably characterize development effort. This paper presents an empirical study examining how effort manifests in LLM-assisted software development. Rather than using LLMs as predictive estimation tools, we investigate how their adoption reshapes the underlying cost structure of development work. We introduce the notion of Hybrid Intelligence Effort (HIE), conceptualizing effort as the combined burden of model-performed reasoning and human oversight activities. Using a controlled experiment involving 22 developers, 110 real-world tasks, and three LLMs, we compare the explanatory power of traditional estimation metrics against interaction- and oversight-based Hybrid Intelligence dimensions. Our results show that while Story Points retain partial explanatory validity, they fail to capture dominant sources of effort in LLM-assisted workflows. In controlled experiments, HIE dimensions increase explained variance in observed effort from approximately 72–80%, while substantially reducing systematic estimation error. Human validation and corrective intervention emerge as the primary drivers of effort, outweighing artifact-level characteristics. These findings suggest that effort estimation models must move beyond human-centric and size-based assumptions to remain effective in AI-augmented software engineering.",2026-07-06,Feisal Alaswad; E. Poovammal; Kadiyala Ramana; G. S. Narayana; A. Khan; Muhammad Faheem,,JournalArticle,1,https://www.semanticscholar.org/paper/06f96aa4b12ca7d174e50bb0cd0b9291e58b8315
Semantic Scholar,07c0d04636110f53d535d382a1d8d48000bc84b8,10.1016/j.jss.2019.110434,Affect Recognition in Code Review: An In-situ Biometric Study of Reviewer's Affect,"Abstract Code reviews are an important practice in software development that increases team productivity and improves product quality. They are also examples of remote, computer-mediated asynchronous communications which are prone to the loss of affective information. Prior research has focused on sentiment analysis in source codes, as positive affect has been linked to developer productivity. Although methods of sentiment analysis have advanced, challenges remain due to numerous domain-specific expressions, subtle nuance, and indications of sentiment. In this paper, we uncover the potential for 1) nonverbal behavioral signals such as conventional typing, and 2) indirect physiological measures (eye gaze, GSR, touch pressure) to reveal genuine affective states in in situ code review in a large software company. Nonverbal behavioral signals of 33 professional software developers were recorded unobtrusively while they worked on their daily code reviews. After analyzing these signals using Linear Mixed Effect Models, we observe that affect presented in the written comments is associated with prolonged typing duration. Using physiological features, a trained Random Forest classifier can predict post-task valence with 90.0% accuracy (F1-score = 0.937) and arousal with 83.9% accuracy (F1-score = 0.856). The results show promise for the creation of intelligent affect-aware interfaces for code review.",2020-01-01,Hana Vrzáková; Andrew Begel; L. Mehtätalo; R. Bednarik,Journal of Systems and Software,JournalArticle; Review,26,https://www.semanticscholar.org/paper/07c0d04636110f53d535d382a1d8d48000bc84b8
Semantic Scholar,081cedc08b4d765d0636476ff017f4167ba8eb5b,10.3390/jcp6010023,Trusted Yet Flexible: High-Level Runtimes for Secure ML Inference in TEEs,"Machine learning inference is increasingly deployed on shared and cloud infrastructures, where both user inputs and model parameters are highly sensitive. Confidential computing promises to protect these assets using Trusted Execution Environments (TEEs), yet existing TEE-based inference systems remain fundamentally constrained: they rely almost exclusively on low-level, memory-unsafe languages to enforce confinement, sacrificing developer productivity, portability, and access to modern ML ecosystems. At the same time, mainstream high-level runtimes, such as Python, are widely considered incompatible with enclave execution due to their large memory footprints and unsafe model-loading mechanisms that permit arbitrary code execution. To bridge this gap, we present the first Python-based ML inference system that executes entirely inside Intel SGX enclaves while safely supporting untrusted third-party models. Our design enforces standardized, declarative model representations (ONNX), eliminating deserialization-time code execution and confining model behavior through interpreter-mediated execution. The entire inference pipeline (including model loading, execution, and I/O) remains enclave-resident, with cryptographic protection and integrity verification throughout. Our experimental results show that Python incurs modest overheads for small models (≈17%) and outperforms a low-level baseline on larger workloads (97% vs. 265% overhead), demonstrating that enclave-resident high-level runtimes can achieve competitive performances. Overall, our findings indicate that Python-based TEE inference is practical and secure, enabling the deployment of untrusted models with strong confidentiality and integrity guarantees while maintaining developer productivity and ecosystem advantages.",2026-01-27,Nikolaos-Achilleas Steiakakis; Giorgos Vasiliadis,Journal of Cybersecurity and Privacy,JournalArticle,2,https://www.semanticscholar.org/paper/081cedc08b4d765d0636476ff017f4167ba8eb5b
Semantic Scholar,0822c4a06481a5271f9c19433a04b2b2abc5a0cb,10.1109/aicconf69182.2026.11600668,Comparative Evaluation of Large Language Models on Agile Story Point Estimation,"Agile effort estimation is a necessary but chaotic part of the modern software development lifecycle. The popular human estimation method Planning Poker is disrupted by cognitive biases such as anchoring and over-optimism. This results in a large documentation debt and frequently missing the mark on deliveries. This paper presents the first comparative study of state-of-the-art Large Language Models (LLMs) Claude Opus 4.6, Gemini 2.5 Pro, GPT-5.2, and GPT-5.3 Codex in the area of automatic Agile-relevant story point estimation. The introduction of a new ""Uncertainty-Based Step-Up Heuristic"" method is designed to reverse the perennial underestimating of technical difficulty in natural language specifications. To validate the method, I utilized a real business dataset consisting of data from several agile sprints, processed through a customized Model Context Protocol (MCP) server template. The result reveals that although general-purpose reasoning LLMs like Claude Opus 4.6 can achieve a 60.7% exact match accuracy after calibration, domain-specific high code models like Codex indicate an ""Over-Correction Paradox"" as technical uncertainty scales. The study also uncovers a ""Small Task Blindspot"" and presents a simple to understand counterexample of why majority-vote ensemble techniques should mostly not be used in the complex verification logic. This research is the foundation of the closed-loop AI led agile orchestration that raises the bar above the real-time demands of autonomous verification and artifact synchronization.",2026-04-24,Özgen Erbakan,,Conference,0,https://www.semanticscholar.org/paper/0822c4a06481a5271f9c19433a04b2b2abc5a0cb
Semantic Scholar,082f09ed7301944313bad0feead07cfbc42b30b3,10.1109/icse-seip52600.2021.00044,Refactoring Practices in the Context of Modern Code Review: An Industrial Case Study at Xerox,"Modern code review is a common and essential practice employed in both industrial and open-source projects to improve software quality, share knowledge, and ensure conformance with coding standards. During code review, developers may inspect and discuss various changes including refactoring activities before merging code changes in the code base. To date, code review has been extensively studied to explore its general challenges, best practices and outcomes, and socio-technical aspects. However, little is known about how refactoring activities are being reviewed, perceived, and practiced. This study aims to reveal insights into how reviewers develop a decision about accepting or rejecting a submitted refactoring request, and what makes such review challenging. We present an industrial case study with 24 professional developers at Xerox. Particularly, we study the motivations, documentation practices, challenges, verification, and implications of refactoring activities during code review. Our study delivers several important findings. Our results report the lack of a proper procedure to follow by developers when documenting their refactorings for review. Our survey with reviewers has also revealed several difficulties related to understanding the refactoring intent and implications on the functional and non-functional aspects of the software. In light of our findings, we recommended a procedure to properly document refactoring activities, as part of our survey feedback.",2021-02-10,E. Alomar; Hussein Alrubaye; Mohamed Wiem Mkaouer; Ali Ouni; Marouane Kessentini,,Book; JournalArticle; Conference; Review,52,https://www.semanticscholar.org/paper/082f09ed7301944313bad0feead07cfbc42b30b3
Semantic Scholar,088e7824bef14680b5975171d0209f709636ff61,,Does the 'Golidlocks Conjecture' Apply to Software Reuse?,,2006-07-01,D. Nazareth; M. Rothenberger,,,3,https://www.semanticscholar.org/paper/088e7824bef14680b5975171d0209f709636ff61
Semantic Scholar,08ae3f221339feb8230ae15647df51e7a5b5a13a,10.1145/2635868.2635892,Software developers' perceptions of productivity,,2014-11-11,André N. Meyer; Thomas Fritz; G. Murphy; Thomas Zimmermann,,JournalArticle; Book; Review,249,https://www.semanticscholar.org/paper/08ae3f221339feb8230ae15647df51e7a5b5a13a
Semantic Scholar,090adb6cfb5037f9ed92c939fe11b52d36bc8a38,10.1109/icse.2015.73,From Developer Networks to Verified Communities: A Fine-Grained Approach,,2015-05-16,Mitchell Joblin; Wolfgang Mauerer; Sven Apel; J. Siegmund; D. Riehle,,JournalArticle; Conference; Review,81,https://www.semanticscholar.org/paper/090adb6cfb5037f9ed92c939fe11b52d36bc8a38
Semantic Scholar,093063b31440ab22e729d8cfea3b26e0e1294397,10.1080/00207543.2024.2305809,Transient staffing at the beginning of work,"Production and service systems often rely on stationary queueing formulas to determine the number of agents that need to be scheduled. However, this results in over-staffing decisions when the system starts empty. To address this issue, we propose a solution called transient staffing, which involves providing appointment times for agents to ensure that the expected queue length remains below a certain threshold. We model the system as a transient Erlang-A queue. To compute the appointment times, we employ a uniformized approximation that discretizes the elapsed time, which can be made as accurate as desired. We prove that the appointment times decrease with the arrival rate and traffic intensity, while increasing with the abandonment rate. Through numerical investigations, we find that adopting a transient staffing strategy leads to substantial cost savings, especially in scenarios where demand is high, customers are patient, traffic intensity is low, and the service level objective is intermediate. Furthermore, we use a fluid approximation to derive closed-form expressions for the agents' appointment times, and prove the impact of the system parameters. We show that this approximation performs well in predicting the first appointment times in contexts with high demand, low traffic intensity, and lax service level objective.",2024-01-31,B. Legros; O. Jouini,International Journal of Production Research,JournalArticle,1,https://www.semanticscholar.org/paper/093063b31440ab22e729d8cfea3b26e0e1294397
Semantic Scholar,094b7004cf4490a4094c9a4cade8560dd7db17b1,10.32347/2412-9933.2024.60.209-220,"Economic and managerial imperatives for the development of construction development
 in the context of digital transformation of operational systems of enterprise
 stakeholders","The article focuses on evaluating the performance of the developer's operational
 system in the context of interaction with stakeholders in construction projects. The
 study examines key factors affecting the efficiency of development processes within a
 microenvironment where stakeholder collaboration plays a critical role in achieving
 strategic objectives. Special attention is paid to innovative technologies and adaptive
 management models, including the use of collaborative platforms such as Procore,
 PlanGrid, and Asana, which enhance transparency, coordination, and operational
 efficiency in project management. The article also explores the impact of the
 international context on the developer's productivity, specifically cultural
 characteristics of project management in various countries, where emphasis may vary
 between strict hierarchy and flexible collective decision-making. An example of an
 innovative approach is the analysis of the Neom megaproject in Saudi Arabia, which
 demonstrates the integration of modern technologies and sustainable development.
 Additionally, the study addresses current challenges such as financial risks,
 technological integration, environmental sustainability, and a shortage of qualified
 personnel. The findings are aimed at developing recommendations to optimize the
 developer's operational system through effective interaction with key stakeholders,
 implementation of innovations, and adaptation to contemporary global demands. The
 results highlight the necessity of new approaches to strategic planning, accounting for
 the dynamic environment's specifics, such as resource price instability, institutional
 constraints, and growing sustainability requirements. The recommendations proposed in
 the article are directed toward optimizing economic and managerial decisions for the
 efficient implementation of construction projects. This article will be useful for
 researchers, professionals in construction development, project managers, and those
 interested in innovative approaches to strategic management in construction.",2024-11-29,K. Chupryna; I. Chupryna; D. Pereli; O. Kushnir; M. Chernenko; Wang Yuitao,,JournalArticle,2,https://www.semanticscholar.org/paper/094b7004cf4490a4094c9a4cade8560dd7db17b1
Semantic Scholar,0953122463fe09928d0850d9e6d387db97b9d218,10.1287/opre.9.3.383,A Proof for the Queuing Formula: L = λW,,1961-06-01,J. Little,,,2657,https://www.semanticscholar.org/paper/0953122463fe09928d0850d9e6d387db97b9d218
Semantic Scholar,09b897a16595eec666b0aab5afad99718ef25fff,10.1109/tcc.2024.3451108,FUSIONIZE++: Improving Serverless Application Performance Using Dynamic Task Inlining and Infrastructure Optimization,"The Function-as-a-Service (FaaS) execution model increases developer productivity by removing operational concerns such as managing hardware or software runtimes. Developers, however, still need to partition their applications into FaaS functions, which is error-prone and complex: Encapsulating only the smallest logical unit of an application as a FaaS function maximizes flexibility and reusability. Yet, it also leads to invocation overheads, additional cold starts, and may increase cost due to double billing during synchronous invocations. Conversely, deploying an entire application as a single FaaS function avoids these overheads but decreases flexibility. In this paper we present Fusionize, a framework that automates optimizing for this trade-off by automatically fusing application code into an optimized multi-function composition. Developers only need to write fine-grained application code following the serverless model, while Fusionize automatically fuses different parts of the application into FaaS functions, manages their interactions, and configures the underlying infrastructure. At runtime, it monitors application performance and adapts it to minimize request-response latency and costs. Real-world use cases show that Fusionize can improve the deployment artifacts of the application, reducing both median request-response latency and cost of an example IoT application by more than 35%.",2023-11-08,Trever Schirmer; Joel Scheuner; Tobias Pfandzelter; David Bermbach,IEEE Transactions on Cloud Computing,JournalArticle,16,https://www.semanticscholar.org/paper/09b897a16595eec666b0aab5afad99718ef25fff
