bottleneck_accuracy,changed_paths,config_sha256,configuration_id,mechanism_id,mechanism_state,primary_metric,replication_id,seed_namespace,status,world_id
0.38403946781536663,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3674787735402857,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,0,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35226018593472647,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.35718064605657907,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,1,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3712179249584327,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,2,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3841632140759449,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,2,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3793074088186532,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,3,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.37655321986620044,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,3,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.36720471875179067,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.5833333333333333,4,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3699872359878177,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,4,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3629816424923773,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,5,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3324073402749342,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.5833333333333333,5,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.36561800168570185,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,6,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3690513775347959,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,6,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.34587510664285676,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,7,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3839846965020609,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,7,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3891219382854671,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,8,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3805648444126231,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,8,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.4042251384542087,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,9,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.39089615998209915,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,9,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3633343622901238,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.08333333333333337,10,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.37135008524303037,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,10,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.36407679218320194,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,11,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3351719530014677,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.5833333333333333,11,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.36893333665382216,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,12,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.365982637674328,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,12,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3709945414735391,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,13,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.37860317853345715,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,13,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3555403845817692,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,14,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3393327661554426,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.5833333333333333,14,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.3819514013737602,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",6b2fd67b3b62fa42a2c18dd285fd312c0308fb1c63a55e6ec9a87700de9db48b,g4b_development:world_sp,queues,baseline,0.0,15,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
0.41251649386713873,"[""$.role_pools[0].concurrent_servers"", ""$.role_pools[1].concurrent_servers"", ""$.role_pools[2].concurrent_servers"", ""$.role_pools[3].concurrent_servers""]",5422a635164246bd60cd4c160c123a5116c68ccd990fc1292b7ff9d437683be6,g4b_development:world_sp,queues,ablated,0.0,15,development:g4b_ablation,developmental_synthetic_not_locked_evaluation,world_sp
